"","text","emotion","polarity"
"383","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"384","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"385","i should have just passed when the indomie seller was an hausa acarry hunger chop indomie den ginger smh","unknown","negative"
"386","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"387","totally agreedi also just call him the best not goat the best","unknown","neutral"
"388","he was the best bass player he was the best guitar player he was the best drummer he was the best singer he was the best d","unknown","positive"
"389","last year while getting ready to perform darling nikki with theat lets go crazy the grammys salute to princ","unknown","neutral"
"390","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"391","lets see","unknown","positive"
"392","never eat indomie without it","unknown","positive"
"393","is this much indomie enough for you sir","unknown","positive"
"394","the power of indomie 🥳","unknown","positive"
"395","is this much indomie enough for you sir","unknown","positive"
"396","indomie the best instant noodles in universe","unknown","positive"
"397","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"398","goosebumps","unknown","positive"
"399","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"400","the power of indomie","unknown","positive"
"401","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"402","thx pak haaaannsss indomie will send to youuu 🤣🤣","unknown","positive"
"403","omg indomie on trending what happen to her","unknown","positive"
"404","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"405","why is indomie trending 🤣","unknown","positive"
"406","gokill masbeneran dongindomie tranding topic","unknown","positive"
"407","indomie trending no 
fans badminton ina emang tokcer","unknown","positive"
"408","if i was good w words i would be making poems ab peeing after a long day and indomie but again i would love to make","joy","neutral"
"409","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"410","i want this indomie 

indomie 
noodles 

im happy with this","joy","positive"
"411","oh god a bright morning to achieve what we wish to fulfill our needs to facilitate our affairs and to bring pea","joy","positive"
"412","thinking about how indomie goreng debutedyears ago but still gaining fame from around the world 

indofood is really th","unknown","positive"
"413","one thing ill offer in a relationship is my perfect astonishing indomie cooking skills","surprise","positive"
"414","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"415","the original indomie mi goreng taste betted than the jumbo one imo","joy","positive"
"416","of coursebye bye to indomiebread and coco pops","unknown","positive"
"417","though indomie goreng is the one mentioned this tweet has made me craving for indomie ayam bawang","unknown","positive"
"418","uwaaa ive a lot of indomie here ᗒᗩᗕ if i could ill teleport to ur place and give some haha","unknown","negative"
"419","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"420","indomie is stormin the world but dont know what is the most favorite indomie flavor out there is it like here","joy","positive"
"421","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"422","impossible gold experience","unknown","neutral"
"423","my gurls still trending yo and guess what its dead queen behavior bitch and the other trending also my favorite kin","unknown","negative"
"424","is this much indomie enough for you sir","unknown","positive"
"425","why the fuck indomie is trending lmaooo","unknown","positive"
"426","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"427","i should have just passed when the indomie seller was an hausa acarry hunger chop indomie den ginger smh","unknown","negative"
"428","heres a fun prince poll 

whats yourfavoritealbum cover you can only pick one","joy","negative"
"429","is this much indomie enough for you sir","unknown","positive"
"430","i should have just passed when the indomie seller was an hausa acarry hunger chop indomie den ginger smh","unknown","negative"
"431","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"432","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"433","is this much indomie enough for you sir","unknown","positive"
"434","english hes fucking me

ilorin people indomie","unknown","negative"
"435","maybe if i stopped making indomie by am id have abs by now","unknown","positive"
"436","indomie trending woey🤣","unknown","positive"
"437","im watching mr beast eatinggolden ice cream while eating myjumbonormal sized pack of indomie goreng

pain peko","unknown","negative"
"438","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"439","me my sleep schedule is fucked i should really get some sleep

brain our sleep schedule is just fine now go make some in","sadness","neutral"
"440","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"441","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"442","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"443","indomie borns have missed a lot","unknown","positive"
"444","maybe if i stopped making indomie by am id have abs by now","unknown","positive"
"445","is this much indomie enough for you sir","unknown","positive"
"446","weather appropriateits indomie so dont let ozzy see it","unknown","positive"
"447","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"448","what variant of indomie you choose for prawn n noodle menu looks great i am indomielovers","joy","positive"
"449","i love indomie","joy","positive"
"450","something to wash down the sorry excuse of indomie i just ate","sadness","negative"
"451","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"452","indomie life","unknown","positive"
"453","haha indomie beneran trendingbig thanks to","unknown","positive"
"454","not even going to lie i used to eat indomie and lick the plate after cause of the sauce then i tried it in one o","unknown","negative"
"455","the power of indomie","unknown","positive"
"456","indomie with bread how did you endure the sweet taste","joy","positive"
"457","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"458","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"459","indomie is trending","unknown","positive"
"460","this indomie generation with short fuse need to learn","unknown","negative"
"461","anyways ya girl bought apack variety of indomie and instead of gettingof the flavors that were advertised a","unknown","positive"
"462","too much indomie last night i guess","unknown","negative"
"463","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"464","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"465","im indonesia of course where indomie produced clap clap lol","unknown","positive"
"466","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"467","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"468","me serving a girl indomie and boiled egg after bragging about my cooking skills for her visit","unknown","positive"
"469","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"470","cuz indomie is trending rn i think you guys should try to cook the indomie kuah the soto one and change the sop with milk the best","unknown","positive"
"471","if indomie looked like this damn 🤤","joy","neutral"
"472","is it true that it takeshours for indomie do digest","unknown","positive"
"473","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"474","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"475","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"476","not me eating indomie by this time","unknown","positive"
"477","indomie and coke","unknown","positive"
"478","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"479","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"480","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"481","i needindomie ma","unknown","positive"
"482","you cant make everyone happy you are not indomie","joy","positive"
"483","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"484","indomie or drown","unknown","negative"
"485","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"486","tag a friend you would share a plate of indomie with this beautiful friday morning","joy","positive"
"487","kubincika min a wane area yau waspapping yaci indomie a kaduna i want check something🤣","unknown","neutral"
"488","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"489","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"490","you have to try this one recipe to enjoy indomie","joy","neutral"
"491","yes same way you dey run bread x indomie egusi na just bonus","unknown","positive"
"492","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"493","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"494","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"495","you have to try this one recipe to enjoy indomie","joy","neutral"
"496","you have to try this one recipe to enjoy indomie","joy","neutral"
"497","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"498","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"499","all of this hype about vittinghus and indomie around the night id smack the tv if anthony ginting fail to qualify in the group stage","fear","negative"
"500","hopefully so especially the indomie generation","unknown","positive"
"501","nice recipes for cook indomie","unknown","positive"
"502","first time to try indomie topped with cheese 🤯","unknown","negative"
"503","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"504","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"505","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"506","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"507","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"508","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"509","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"510","how can i eat indomietimes","unknown","positive"
"511","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"512","thinking about how indomie goreng debutedyears ago but still gaining fame from around the world 

indofood is really th","unknown","positive"
"513","in the morning is time for taste indomie right","joy","positive"
"514","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"515","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"516","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"517","detox tea with indomie and two eggs","unknown","positive"
"518","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"519","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"520","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"521","they already have its called indomie jumbo","unknown","positive"
"522","the right way to eat indomie is with plenty pepper","unknown","neutral"
"523","are you from the indomie generation chief","unknown","positive"
"524","are you from the indomie generation your highness","unknown","positive"
"525","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"526","my kid brother takes likeor more indomie from the carton and hides them so when indomie finishes hed come and sell the on","joy","positive"
"527","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"528","you will get indomie from the bos for a year ahead
thanks for your great performance and help gintin","joy","positive"
"529","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"530","coming to americanot for indomie generation tho","unknown","positive"
"531","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"532","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"533","but how do i convince my brother to make indomiehes playing hard to get","joy","negative"
"534","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"535","indonesian people eat indomie with rice and eggs and they said that the elite combo try it on","unknown","neutral"
"536","having a zayn x bts rap line marathon while making indomie so true","joy","positive"
"537","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"538","i thought ive seen it all until today i saw somebody eating indomie gari and egg","unknown","negative"
"539","u can eat indomie with rice spinach eggs seaweed sausage or chicken strap its so","unknown","positive"
"540","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"541","indomie and bread is such an elite combo gtgt","unknown","positive"
"542","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"543","not at ppl talking about indomie while forgetting that supermie is the blueprint","unknown","positive"
"544","thinking about how indomie goreng debutedyears ago but still gaining fame from around the world 

indofood is really th","unknown","positive"
"545","then come to indonesia after this pandemic and buy one box of indomie","unknown","positive"
"546","the indomie wey i buy sand dey inside","unknown","positive"
"547","i tried the indomie noodles and they were so freaking good 🤤 next stop sopporo sochi an noodles theyll be here sunday","joy","positive"
"548","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"549","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"550","why do majority said they should crucify jesus and free barnabas for them
answer my questi","anger","negative"
"551","in indonesia eat indomie with rice sausage spinach and also some egg","unknown","positive"
"552","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"553","why do majority said they should crucify jesus and free barnabas for them
answer my q","anger","positive"
"554","back in medschool on a friday night like thisboyz go don dey plan club for different location

fastforward to now","joy","positive"
"555","its hard to believe rightwell i live in a different country indomie is not common here","joy","neutral"
"556","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"557","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"558","just paid my winter energy bill octjan eating indomie until next month jesus christ","unknown","positive"
"559","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"560","im craving for indomiei cant find it here in my placei swear its been a year since the last time i eat indomieahhhhh","unknown","negative"
"561","i made fancy indomie today instead of coco pops i hope youre proud","joy","positive"
"562","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"563","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"564","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"565","bottle of beer 
i plate of cow pepper soup 
indomie and bottle water 

remainingna for strippers 

k don set","fear","negative"
"566","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"567","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"568","thiago chop better no dey chop indomie alcantara","unknown","neutral"
"569","now they have seized my indomie pot","unknown","positive"
"570","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"571","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"572","tank god the menu don change ohhhh
indomie and fearless go rest today","sadness","positive"
"573","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"574","thankyou broindomie for you","unknown","positive"
"575","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"576","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"577","the right way to eat indomie is with plenty pepper","unknown","neutral"
"578","i made fancy indomie today instead of coco pops i hope youre proud","joy","positive"
"579","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"580","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"581","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"582","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"583","takeindomietoworkbeing a night guard i have to carry my indomie to work cause the night can get cold a","sadness","negative"
"584","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"585","indomie would hit rn","unknown","positive"
"586","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"587","takeindomietoworkbeing a night guard i have to carry my indomie to work cause the night can get cold a","sadness","negative"
"588","make i go chop indomie lol","unknown","negative"
"589","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"590","where they was begging him stupid bastard do you even know who alao akala is or","surprise","negative"
"591","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"592","is this much indomie enough for you sir","unknown","positive"
"593","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"594","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"595","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"596","takeindomietoworkbeing a night guard i have to carry my indomie to work cause the night can get cold a","sadness","negative"
"597","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"598","someone should pls add banga spice to their indomie and let me know","unknown","positive"
"599","the right way to eat indomie is with plenty pepper","unknown","neutral"
"600","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"601","the right way to eat indomie is with plenty pepper","unknown","neutral"
"602","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"603","takeindomietoworkbeing a night guard i have to carry my indomie to work cause the night can get","sadness","neutral"
"604","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"605","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"606","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"607","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"608","indomienengi fine scattercongratulations queen congratulations queen 
nengixguinness nengixguinness","unknown","positive"
"609","indomienengi fine scattercongratulations queen congratulations queen 
nengixguinness nengixguinness","unknown","positive"
"610","please sir i dont make indomie music too kindly gimme a chance to make a timeless music with you 
ive got a lot of son","joy","positive"
"611","indomienengi fine scattercongratulations queen congratulations queen 
nengixguinness nengixguinness","unknown","positive"
"612","indomienengi fine scattercongratulations queen congratulations queen 
nengixguinness nengixguinness","unknown","positive"
"613","youre a legend if you used this pen in basic school the indomie generation can you shift to the back 🤣🤣🤣

flashback f","joy","positive"
"614","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"615","indomienengi fine scattercongratulations queen congratulations queen 
nengixguinness nengixguinness","unknown","positive"
"616","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"617","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"618","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"619","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"620","don baba j make i dae count am for you during bbnaija you share money you no gimme you share generator upon sa","unknown","negative"
"621","naso indomie no take sign eric oh","unknown","positive"
"622","youre a legend if you used this pen in basic school the indomie generation can you shift to the back 🤣🤣🤣

flashback f","joy","positive"
"623","you chop five indomie","unknown","negative"
"624","that light means indomie","unknown","positive"
"625","when they give you indomie and ricecollect am chop am and still vote ur consciencewe go show the","unknown","negative"
"626","youre a legend if you used this pen in basic school the indomie generation can you shift to the back 🤣🤣🤣","joy","positive"
"627","naso indomie no take sign eric oh","unknown","positive"
"628","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"629","naso indomie no take sign eric oh","unknown","positive"
"630","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"631","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"632","you mean you cooked water and added indomie bro","anger","negative"
"633","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"634","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"635","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"636","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"637","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"638","i don go prepare pepper soup indomie this night","unknown","positive"
"639","indomie everydayy","unknown","positive"
"640","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"641","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"642","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"643","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"644","actually it also comes with the jumbo sizekcal indomie goreng","unknown","positive"
"645","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"646","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"647","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"648","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"649","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"650","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"651","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"652","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"653","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"654","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"655","indomie and bread is such an elite combo gtgt","unknown","positive"
"656","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"657","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"658","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"659","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"660","gonna cook some indomie at am yep","unknown","positive"
"661","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"662","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"663","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"664","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"665","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"666","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"667","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"668","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"669","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"670","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"671","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"672","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"673","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"674","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"675","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"676","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"677","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"678","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"679","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"680","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"681","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"682","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"683","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"684","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"685","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"686","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"687","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"688","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"689","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"690","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"691","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"692","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"693","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"694","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"695","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"696","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"697","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"698","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"699","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"700","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"701","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"702","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"703","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"704","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"705","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"706","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"707","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
